Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Number,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,DateVals,TimeVals
200701YR90705,532190,190520,-0.092848,51.597968,3,2,1,3,31,E09000014,3,109,6,30,3,1080,5,1,2,2,1,2,E01002088,1088,829
200701YR90706,532090,189340,-0.094735,51.587387,3,2,1,3,31,E09000014,4,155,6,30,0,0,0,4,2,2,1,2,E01002087,1088,1229
200801EO40134,527970,187510,-0.154838,51.571891,3,2,1,6,31,E09000014,4,519,6,30,3,0,0,1,1,1,1,1,E01002008,1133,1109
200801EO40377,529690,187760,-0.129941,51.573745,3,2,1,4,31,E09000014,4,540,6,30,3,0,0,1,1,1,1,1,E01001984,1229,904
200801EO40435,533460,188740,-0.075199,51.581673,3,1,1,6,31,E09000014,3,503,6,30,3,0,0,1,1,1,1,1,E01002072,1252,819
200801EO40450,531010,187180,-0.11112,51.568228,2,1,1,5,31,E09000014,5,0,6,30,3,1201,0,1,1,1,1,1,E01002805,1265,1109
200801EO40692,529610,187730,-0.131106,51.573494,3,2,1,1,31,E09000014,4,540,6,30,3,0,0,4,2,2,1,1,E01002757,1401,109
200801EO40698,531050,187200,-0.110536,51.568399,3,3,1,6,31,E09000014,3,1201,6,30,6,0,5,4,1,1,1,1,E01002735,1364,1405
200801EO40783,531040,187220,-0.110673,51.568581,3,2,1,3,31,E09000014,3,1201,6,30,6,0,5,4,1,1,1,2,E01002064,1424,979
200801GD69169,531770,188810,-0.09955,51.582699,3,2,2,4,31,E09000014,3,105,6,30,3,105,0,1,1,1,1,1,E01001999,1096,812
200801GD70509,533380,188300,-0.07652,51.577738,3,2,1,3,31,E09000014,4,152,6,30,3,0,0,1,1,1,1,2,E01002053,1179,629
200801GD76736,532760,187980,-0.085583,51.575008,3,1,1,7,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,2,E01001811,1435,881
200801SX20151,531350,189700,-0.105275,51.590795,3,2,2,6,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002031,1147,1034
200801YE80055,529230,191880,-0.135059,51.610876,3,2,1,7,31,E09000014,3,109,6,30,3,0,5,4,1,1,1,2,E01001973,1120,1173
200801YE80556,531010,190390,-0.109923,51.597075,3,2,1,2,31,E09000014,3,105,6,30,6,109,5,1,1,1,1,2,E01002029,1360,1079
200801YR69613,534220,189110,-0.064095,51.584817,3,3,1,5,31,E09000014,3,503,3,30,3,0,0,1,1,1,1,1,E01002071,1132,674
200801YR69627,528680,189560,-0.143848,51.590153,3,1,1,7,31,E09000014,3,504,6,30,3,0,5,4,1,1,1,1,E01002022,1141,1411
200801YR69745,530700,189350,-0.114783,51.587801,3,2,1,7,31,E09000014,5,0,3,30,3,504,0,4,1,1,1,1,E01002012,1141,123
200801YR69810,532270,190870,-0.091562,51.601094,2,2,1,6,31,E09000014,3,1080,3,30,0,0,0,1,1,1,1,1,E01002100,1140,1205
200801YR69980,531840,188220,-0.098761,51.577381,2,1,1,7,31,E09000014,3,105,6,30,3,0,4,4,1,1,1,1,E01002047,1148,9
200801YR70001,531990,190160,-0.095869,51.59478,2,1,1,1,31,E09000014,3,1080,6,30,3,0,0,1,1,1,1,1,E01002028,1128,624
200801YR70243,533900,190700,-0.068105,51.599182,2,1,1,1,31,E09000014,3,1010,6,30,3,0,0,4,1,1,1,1,E01002038,1156,199
200801YR72179,530700,189150,-0.114858,51.586004,3,2,1,4,31,E09000014,5,0,6,30,3,0,0,1,1,2,1,1,E01002014,1201,469
200801YR72525,531720,189080,-0.10017,51.585137,2,1,1,5,31,E09000014,3,105,6,30,3,0,5,1,1,1,1,1,E01001999,1160,670
200801YR74450,533890,190370,-0.068375,51.596219,2,1,1,4,31,E09000014,3,1010,6,30,0,0,0,1,1,1,1,1,E01002077,1327,722
200801YR74680,530390,189310,-0.119271,51.587513,2,1,1,5,31,E09000014,6,0,6,30,3,504,0,1,1,1,1,1,E01002012,1349,852
200801YR75030,533920,190900,-0.06774,51.600974,2,2,1,1,31,E09000014,3,1010,6,30,0,0,4,1,1,1,1,1,E01002038,1359,513
200801YR75098,532770,189180,-0.084986,51.58579,2,1,1,2,31,E09000014,3,504,6,30,3,0,0,1,1,1,1,1,E01002049,1367,1140
200801YR75445,533380,190120,-0.075829,51.594093,3,3,1,6,31,E09000014,6,0,6,30,3,0,0,4,1,1,1,1,E01001976,1399,1088
200801YR75521,531040,190320,-0.109517,51.596439,3,1,1,4,31,E09000014,3,105,6,30,3,0,4,4,1,1,1,1,E01002029,1397,1279
200801YR75559,531540,189560,-0.102587,51.589493,2,1,1,1,31,E09000014,3,105,6,30,3,0,0,4,2,2,1,1,E01002003,1373,385
200801YR76294,531520,189690,-0.102827,51.590666,2,1,1,3,31,E09000014,3,1080,6,30,6,105,5,4,1,2,1,1,E01002085,1438,419
200801YR90001,529090,188760,-0.138227,51.58287,3,2,1,4,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,1,E01002025,1103,949
200801YR90002,533660,190300,-0.071721,51.595644,3,1,1,5,31,E09000014,3,10,6,30,0,0,0,4,1,1,1,1,E01001978,1104,1119
200801YR90003,534230,189290,-0.063882,51.586433,3,1,1,7,31,E09000014,3,503,6,30,3,0,0,4,1,1,1,1,E01002068,1113,1149
200801YR90004,530560,189330,-0.116811,51.587654,3,2,1,3,31,E09000014,3,504,6,30,3,0,0,1,1,1,1,1,E01002012,1116,734
200801YR90006,530360,189290,-0.119711,51.587341,3,3,1,1,31,E09000014,3,504,6,30,3,0,0,1,1,1,1,1,E01002014,1121,845
200801YR90007,533650,188990,-0.072363,51.583874,3,1,1,5,31,E09000014,3,10,6,30,3,504,5,1,1,1,1,2,E01002069,1111,639
200801YR90009,531340,189970,-0.105319,51.593224,3,2,2,2,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,2,E01002026,1115,979
200801YR90011,534500,189750,-0.059811,51.590502,3,2,1,6,31,E09000014,3,1055,6,30,0,0,5,1,1,1,1,2,E01002080,1119,719
200801YR90012,532620,191050,-0.086443,51.60263,3,2,1,7,31,E09000014,3,10,6,30,0,0,0,1,1,1,1,2,E01002096,1113,609
200801YR90015,531490,189640,-0.103278,51.590223,3,2,1,5,31,E09000014,3,105,6,30,6,504,5,1,1,1,1,2,E01002003,1118,914
200801YR90020,531760,188800,-0.099698,51.582612,3,2,1,6,31,E09000014,3,105,6,30,3,0,0,4,2,2,1,1,E01001999,1112,1349
200801YR90022,533020,188400,-0.081674,51.578721,3,1,1,4,31,E09000014,3,503,6,30,0,0,4,4,1,2,1,1,E01002054,1117,1165
200801YR90023,534080,189080,-0.066126,51.584581,3,2,1,4,31,E09000014,3,503,6,30,3,0,1,1,1,1,1,1,E01002071,1117,499
200801YR90024,528710,188000,-0.143987,51.576127,3,2,1,5,31,E09000014,3,1,6,30,3,0,0,1,1,1,1,1,E01002007,1118,789
200801YR90025,532570,188670,-0.088063,51.581254,3,2,1,6,31,E09000014,4,152,6,30,3,0,0,4,1,1,1,1,E01002042,1119,1319
200801YR90026,531340,188600,-0.105831,51.580912,3,2,2,6,31,E09000014,4,138,6,30,3,0,0,1,1,1,1,1,E01002000,1119,1025
200801YR90028,532570,188670,-0.088063,51.581254,3,2,1,6,31,E09000014,4,152,6,30,3,0,0,1,1,1,1,1,E01002042,1126,534
200801YR90029,534660,191590,-0.056797,51.606999,3,2,1,6,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,1,E01002037,1126,1143
200801YR90030,530560,189330,-0.116811,51.587654,3,2,1,6,31,E09000014,3,504,6,30,3,0,0,1,1,1,1,1,E01002012,1126,719
200801YR90031,533630,190330,-0.072142,51.595921,3,2,1,6,31,E09000014,6,0,6,30,3,10,0,1,1,1,1,1,E01001978,1126,567
200801YR90033,531750,188770,-0.099853,51.582344,3,2,1,7,31,E09000014,3,105,6,30,3,152,5,1,1,1,1,1,E01001999,1127,1194
200801YR90036,533060,188450,-0.081079,51.579161,3,2,1,4,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,2,E01002054,1117,609
200801YR90040,531150,190420,-0.107892,51.597312,3,2,1,6,31,E09000014,3,109,6,30,0,0,0,4,1,1,1,2,E01002029,1126,1259
200801YR90041,533070,188490,-0.080919,51.579518,3,2,1,3,31,E09000014,3,503,6,30,6,152,5,4,1,1,1,2,E01002046,1130,1169
200801YR90042,533610,188360,-0.07318,51.578222,3,2,1,3,31,E09000014,3,10,6,30,0,0,0,1,1,1,1,2,E01002051,1137,464
200801YR90044,532730,191010,-0.084871,51.602244,2,1,1,2,31,E09000014,3,10,6,30,3,0,0,1,1,2,1,1,E01002096,1115,944
200801YR90045,533860,191630,-0.068328,51.607549,3,2,1,6,31,E09000014,3,1010,6,30,3,0,0,1,1,1,1,1,E01002034,1119,1179
200801YR90048,533410,190590,-0.075218,51.59831,3,1,1,2,31,E09000014,3,10,6,30,3,109,5,1,1,1,1,1,E01001978,1136,954
200801YR90050,533800,190840,-0.069495,51.600464,3,2,1,5,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,2,E01002041,1139,529
200801YR90052,534190,189630,-0.06433,51.589498,3,2,1,7,31,E09000014,3,1055,6,30,3,503,0,4,1,1,1,2,E01002080,1106,1334
200801YR90057,533080,190550,-0.079994,51.598028,3,1,1,6,31,E09000014,3,109,6,30,3,0,4,1,1,1,1,1,E01002082,1133,880
200801YR90058,533170,188940,-0.079306,51.583539,3,3,1,7,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002070,1134,689
200801YR90059,531530,189570,-0.102727,51.589585,3,1,1,1,31,E09000014,3,105,6,30,3,0,0,1,1,1,1,1,E01002003,1135,477
200801YR90060,530640,188980,-0.115787,51.58449,3,2,1,4,31,E09000014,3,103,6,30,3,0,0,1,1,1,1,1,E01002017,1138,600
200801YR90061,532920,191470,-0.081955,51.606333,3,2,1,4,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002091,1138,543
200801YR90065,532270,190520,-0.091694,51.597949,2,2,1,4,31,E09000014,3,109,6,30,0,0,0,4,1,1,1,1,E01002088,1138,1238
200801YR90066,534300,189480,-0.0628,51.588123,3,3,1,3,31,E09000014,3,503,2,30,3,503,0,1,1,1,1,2,E01002068,1130,754
200801YR90069,531860,188000,-0.098556,51.575399,3,1,1,4,31,E09000014,4,150,6,30,3,105,0,1,1,1,1,1,E01002002,1138,1049
200801YR90071,531530,189570,-0.102727,51.589585,3,1,1,5,31,E09000014,3,105,6,30,0,0,0,1,1,1,1,1,E01002003,1139,927
200801YR90073,530970,189590,-0.110799,51.589895,3,2,2,4,31,E09000014,4,138,6,30,0,0,0,1,1,1,1,2,E01002030,1131,514
200801YR90075,534490,189730,-0.059963,51.590325,3,2,1,4,31,E09000014,3,1055,6,30,0,0,5,1,1,1,1,2,E01002080,1131,869
200801YR90076,533720,189340,-0.07122,51.587003,3,2,1,4,31,E09000014,3,10,6,30,0,0,0,1,1,1,1,2,E01002066,1138,999
200801YR90082,534310,191660,-0.061822,51.607711,3,2,1,5,31,E09000014,5,0,6,30,0,0,0,4,1,2,1,1,E01002036,1097,1143
200801YR90083,533680,189170,-0.071862,51.585485,3,1,2,4,31,E09000014,3,10,3,30,0,0,0,1,1,1,1,1,E01002066,1096,684
200801YR90084,530890,190740,-0.111524,51.600248,3,1,1,3,31,E09000014,3,105,6,30,0,0,0,1,1,1,1,1,E01002105,1109,409
200801YR90085,531750,188770,-0.099853,51.582344,3,1,1,4,31,E09000014,4,152,6,30,3,105,5,1,1,1,1,1,E01001999,1096,1109
200801YR90086,532350,188920,-0.091142,51.583552,3,2,1,5,31,E09000014,6,0,6,30,3,0,0,4,1,2,1,1,E01002043,1111,1087
200801YR90087,530150,189470,-0.122674,51.589007,2,1,1,2,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,1,E01002018,1122,1012
200801YR90089,530300,188410,-0.120903,51.579446,3,1,1,5,31,E09000014,6,0,6,30,3,0,0,4,1,1,1,1,E01001988,1111,41
200801YR90090,529920,189210,-0.126088,51.586723,3,1,2,3,31,E09000014,3,504,6,30,3,0,0,4,1,1,1,1,E01002024,1095,55
200801YR90092,532230,190500,-0.092278,51.597779,3,1,1,5,31,E09000014,3,109,6,30,3,155,0,4,2,2,1,1,E01002088,1104,1134
200801YR90093,527600,188590,-0.159782,51.581681,3,2,2,2,31,E09000014,3,1,3,40,0,0,0,1,1,1,1,1,E01001994,1108,870
200801YR90094,530850,191280,-0.1119,51.60511,3,1,1,3,31,E09000014,3,105,6,30,3,0,0,4,1,2,1,1,E01001969,1102,1164
200801YR90096,531530,189570,-0.102727,51.589585,3,1,1,2,31,E09000014,3,105,6,30,0,0,5,4,1,1,1,1,E01002003,1101,89
200801YR90097,531460,189650,-0.103707,51.59032,3,2,1,2,31,E09000014,3,105,6,30,6,504,5,1,1,1,1,1,E01002031,1101,907
200801YR90099,533120,189550,-0.079796,51.589032,3,1,1,7,31,E09000014,4,153,6,30,3,0,0,1,1,1,1,1,E01001983,1141,994
200801YR90101,533930,189040,-0.068305,51.584257,3,2,1,7,31,E09000014,3,503,6,30,3,0,0,1,1,1,1,1,E01002071,1141,1050
200801YR90102,531490,189670,-0.103267,51.590493,3,1,1,1,31,E09000014,3,105,6,30,6,1080,5,4,1,1,1,1,E01002031,1142,209
200801YR90105,533390,188700,-0.076224,51.58133,3,2,1,1,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,2,E01002073,1149,869
200801YR90107,530990,190420,-0.110201,51.597349,3,1,2,5,31,E09000014,3,105,6,30,0,0,5,1,1,1,1,2,E01002098,1139,531
200801YR90108,534070,188280,-0.066576,51.577394,3,1,1,5,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002052,1132,999
200801YR90109,528260,188300,-0.150368,51.578925,2,2,1,5,31,E09000014,3,1,6,30,3,0,0,1,1,1,1,1,E01002011,1146,569
200801YR90111,533150,188860,-0.079625,51.582825,3,1,1,4,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002045,1152,1041
200801YR90112,532760,188640,-0.085334,51.580939,3,2,1,3,31,E09000014,4,152,6,30,3,0,0,1,1,1,1,2,E01002046,1130,1169
200801YR90113,531250,187520,-0.107532,51.571228,3,1,1,6,31,E09000014,4,150,6,30,0,0,0,1,1,1,1,2,E01002065,1140,519
200801YR90117,533810,190120,-0.069625,51.593991,3,2,1,3,31,E09000014,3,10,6,30,3,10,5,1,1,1,1,1,E01001979,1144,765
200801YR90118,534040,188960,-0.066749,51.583512,3,3,1,4,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002068,1145,564
200801YR90119,533650,188150,-0.072683,51.576326,3,2,1,4,31,E09000014,3,10,6,30,3,0,0,4,1,1,1,1,E01002055,1145,1289
200801YR90121,533630,188550,-0.072819,51.579925,3,1,1,6,31,E09000014,3,10,6,30,0,0,0,1,1,1,1,1,E01002051,1147,844
200801YR90122,534640,189460,-0.057903,51.587863,3,1,1,6,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,1,E01002080,1147,1244
200801YR90123,531920,191280,-0.096458,51.604861,3,1,1,1,31,E09000014,5,0,6,30,3,0,0,1,1,1,1,1,E01002104,1149,909
200801YR90124,530050,190570,-0.123709,51.598915,3,1,1,1,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,2,E01001964,1156,1022
200801YR90125,529990,188120,-0.125481,51.576911,3,2,1,1,31,E09000014,3,103,6,30,3,0,0,4,1,1,1,2,E01001984,1121,1069
200801YR90128,533650,188830,-0.072424,51.582437,3,2,1,2,31,E09000014,3,10,6,30,3,503,5,4,1,1,1,2,E01002072,1150,1364
200801YR90129,533530,189010,-0.074087,51.584083,3,1,1,7,31,E09000014,3,504,6,30,0,0,0,1,1,1,1,1,E01002069,1155,779
200801YR90132,532310,188690,-0.091806,51.581494,3,2,1,2,31,E09000014,4,152,1,30,1,0,4,4,1,2,1,1,E01002042,1437,1175
200801YR90135,532400,188010,-0.090764,51.575363,3,2,1,3,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,1,E01002056,1158,544
200801YR90136,532300,189920,-0.091487,51.59255,3,2,1,4,31,E09000014,4,155,6,30,6,0,0,4,1,1,1,1,E01002084,1159,1239
200801YR90137,533080,188470,-0.080783,51.579336,3,2,1,4,31,E09000014,3,503,6,30,6,152,5,4,1,1,1,1,E01002054,1159,1389
200801YR90138,530930,190070,-0.111197,51.594218,3,2,1,5,31,E09000014,4,151,6,30,3,0,0,1,1,1,1,1,E01002029,1160,767
200801YR90139,527670,190070,-0.158235,51.594966,3,2,1,6,31,E09000014,6,0,6,30,3,0,0,1,2,2,1,1,E01001992,1161,524
200801YR90142,534710,190670,-0.056429,51.598719,3,1,1,1,31,E09000014,5,0,6,30,0,0,0,1,1,1,1,1,E01002075,1163,872
200801YR90143,532070,190130,-0.094726,51.594491,3,1,1,1,31,E09000014,6,0,6,30,0,0,0,4,1,2,1,1,E01002088,1163,979
200801YR90145,528400,187820,-0.148524,51.57458,3,2,1,3,31,E09000014,4,550,6,30,0,0,0,4,1,1,1,2,E01002008,1158,1424
200801YR90148,530730,190300,-0.113997,51.596331,3,1,1,3,31,E09000014,5,0,6,30,3,151,0,1,1,1,1,1,E01002029,1116,584
200801YR90151,531470,190080,-0.103402,51.594182,3,1,1,4,31,E09000014,6,0,6,30,3,0,0,4,1,1,1,2,E01002033,1159,1219
200801YR90152,530570,190590,-0.116198,51.598975,3,1,1,4,31,E09000014,4,151,6,30,3,0,0,1,1,1,1,1,E01002098,1124,899
200801YR90157,531100,190410,-0.108617,51.597234,3,1,1,6,31,E09000014,3,109,6,30,3,0,0,1,1,1,1,1,E01002029,1168,842
200801YR90158,531050,187200,-0.110536,51.568399,2,1,1,7,31,E09000014,3,1201,6,30,6,0,5,4,1,1,1,2,E01002735,1127,1169
200801YR90159,533080,188470,-0.080783,51.579336,3,1,1,7,31,E09000014,4,152,6,30,3,503,5,4,1,1,1,1,E01002054,1169,1289
200801YR90160,533810,190100,-0.069633,51.593811,3,1,1,2,31,E09000014,3,10,6,30,3,1010,5,1,1,1,1,1,E01001979,1171,491
200801YR90161,532230,189700,-0.09258,51.59059,3,2,2,7,31,E09000014,4,155,1,30,1,0,1,4,1,1,1,1,E01002084,1169,1248
200801YR90164,533110,188500,-0.080338,51.579599,3,1,1,3,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,1,E01002046,1151,523
200801YR90166,532180,188680,-0.093685,51.581435,3,3,1,5,31,E09000014,6,0,6,30,0,0,0,1,1,1,1,2,E01002042,1160,839
200801YR90168,533920,190960,-0.067717,51.601514,3,1,1,4,31,E09000014,3,1010,6,30,3,0,0,1,1,1,1,1,E01002038,1166,892
200801YR90169,534020,188450,-0.067232,51.578934,3,1,1,4,31,E09000014,6,0,6,30,6,0,0,1,1,2,1,1,E01002050,1166,914
200801YR90171,530540,188490,-0.117411,51.58011,3,2,1,2,31,E09000014,5,0,6,30,6,0,1,4,1,1,1,1,E01001986,1171,84
200801YR90172,533870,190350,-0.068672,51.596044,2,1,1,4,31,E09000014,3,1010,6,30,0,0,0,1,1,1,1,1,E01001979,1173,709
200801YR90173,533070,188460,-0.080931,51.579249,3,3,1,4,31,E09000014,3,503,6,30,6,152,5,4,1,1,1,1,E01002054,1173,1239
200801YR90174,530390,190410,-0.118862,51.597399,3,2,1,6,31,E09000014,4,151,6,30,2,151,0,1,1,1,1,1,E01002029,1161,529
200801YR90178,532730,189370,-0.085491,51.587507,3,1,1,3,31,E09000014,4,153,6,30,3,0,0,1,1,1,1,1,E01002086,1179,939
200801YR90180,533670,190260,-0.071592,51.595282,3,2,2,2,31,E09000014,3,10,6,30,3,0,0,4,1,1,1,1,E01001979,1192,112
200801YR90182,532700,189200,-0.085988,51.585986,3,2,1,3,31,E09000014,3,504,6,30,3,0,0,1,1,1,1,1,E01002049,1179,1066
200801YR90183,531480,190580,-0.10307,51.598673,3,2,1,1,31,E09000014,3,109,6,30,6,0,1,1,8,2,1,1,E01002033,1177,1089
200801YR90184,528480,188390,-0.147162,51.579684,3,3,1,5,31,E09000014,4,550,6,30,3,0,4,1,1,1,1,1,E01002011,1188,475
200801YR90185,531860,189930,-0.097831,51.592743,3,2,1,4,31,E09000014,6,0,6,30,6,0,0,4,1,1,1,1,E01002083,1194,1294
200801YR90186,530890,190730,-0.111528,51.600158,3,2,2,3,31,E09000014,3,105,6,30,0,0,0,1,1,1,1,2,E01002105,1172,449
200801YR90188,531740,188870,-0.09996,51.583245,3,2,1,7,31,E09000014,3,105,6,30,3,0,5,4,1,2,1,1,E01001999,1176,1279
200801YR90189,528790,187910,-0.142866,51.5753,3,2,1,5,31,E09000014,3,1,6,30,3,0,0,1,1,1,1,1,E01002007,1188,894
200801YR90190,531240,190150,-0.106694,51.594865,3,1,1,7,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002026,1190,989
200801YR90191,530860,191290,-0.111752,51.605198,3,2,1,4,31,E09000014,3,105,6,30,3,0,0,1,1,1,1,1,E01002102,1194,850
200801YR90192,533060,188490,-0.081063,51.579521,3,1,1,7,31,E09000014,3,503,6,30,0,0,5,4,1,1,1,1,E01002046,1197,1304
200801YR90193,527650,188740,-0.159006,51.583018,3,1,1,7,31,E09000014,3,1000,6,30,3,0,0,4,1,1,1,1,E01001994,1197,1218
200801YR90194,533270,190430,-0.077298,51.596905,3,2,2,4,31,E09000014,6,0,6,30,6,0,0,1,1,1,1,1,E01001977,1201,479
200801YR90197,531480,187850,-0.104092,51.57414,2,2,1,3,31,E09000014,4,150,6,30,2,138,0,1,1,1,1,2,E01002002,1186,679
200801YR90202,531720,190670,-0.099574,51.599426,3,2,1,7,31,E09000014,3,109,6,30,3,0,0,1,1,1,1,1,E01002032,1197,706
200801YR90204,531810,188370,-0.099138,51.578736,3,2,1,3,31,E09000014,3,105,6,30,3,0,0,1,1,1,1,1,E01002002,1214,614
200801YR90205,532220,189700,-0.092724,51.590592,3,2,1,2,31,E09000014,4,155,1,30,1,0,1,1,2,2,1,1,E01002084,1178,775
200801YR90206,528900,187720,-0.141349,51.573567,3,2,1,2,31,E09000014,3,1,6,30,6,0,4,1,1,1,1,2,E01002005,1213,529
200801YR90207,531570,189470,-0.102188,51.588677,3,1,1,2,31,E09000014,3,105,6,30,3,504,5,1,1,1,1,1,E01002003,1185,592
200801YR90208,532020,189230,-0.095786,51.586415,3,1,1,7,31,E09000014,3,504,6,30,3,155,5,1,2,2,1,1,E01002048,1197,719
200801YR90210,533750,189450,-0.070746,51.587985,3,3,1,2,31,E09000014,3,10,3,30,0,0,5,1,1,1,1,2,E01002066,1185,966
200801YR90211,532650,191320,-0.085908,51.605049,3,1,1,2,31,E09000014,3,10,3,40,0,0,5,1,1,1,1,2,E01002093,1171,1032
200801YR90212,535170,190950,-0.049684,51.601125,3,2,1,7,31,E09000014,3,1055,6,40,0,0,0,1,2,2,1,2,E01002075,1169,1024
200801YR90213,534220,189170,-0.064073,51.585357,3,2,1,4,31,E09000014,3,503,6,30,3,0,4,1,1,1,1,1,E01002071,1173,564
200801YR90214,533170,188410,-0.079507,51.578776,3,2,1,7,31,E09000014,4,152,6,30,3,0,0,4,2,2,1,1,E01002054,1169,1067
200801YR90215,533770,189530,-0.070427,51.588699,3,2,1,1,31,E09000014,3,10,3,30,3,1055,5,1,1,1,1,1,E01002066,1163,939
200801YR90216,533680,190270,-0.071444,51.59537,3,2,1,6,31,E09000014,3,10,6,30,6,0,0,1,1,1,1,1,E01001979,1168,494
200801YR90217,532950,188570,-0.08262,51.580266,3,2,1,4,31,E09000014,4,152,6,30,3,0,4,1,1,1,1,1,E01002046,1173,543
200801YR90218,534610,191060,-0.057722,51.602248,3,2,1,5,31,E09000014,5,0,6,30,6,0,0,1,1,1,1,1,E01002040,1181,719
200801YR90219,532240,190520,-0.092126,51.597956,3,2,1,5,31,E09000014,3,109,3,30,6,1080,5,4,1,1,1,1,E01002088,1174,356
200801YR90220,531160,187370,-0.108886,51.569901,3,3,1,2,31,E09000014,5,0,6,30,0,0,0,4,1,1,1,1,E01002065,1206,1323
200801YR90221,528680,189870,-0.143735,51.592939,3,1,1,2,31,E09000014,4,550,6,30,3,0,4,1,1,1,1,1,E01001997,1171,969
200801YR90222,534250,189430,-0.06354,51.587686,3,1,1,7,31,E09000014,3,503,6,30,3,0,4,1,1,1,1,1,E01002068,1211,1120
200801YR90223,531860,188000,-0.098556,51.575399,2,2,1,4,31,E09000014,3,105,6,30,3,150,5,1,1,1,1,1,E01002002,1208,1174
200801YR90224,532660,191580,-0.085666,51.607383,3,2,2,4,31,E09000014,3,10,6,30,3,0,0,1,1,1,1,1,E01002091,1208,764
200801YR90225,533690,189230,-0.071695,51.586022,3,1,1,2,31,E09000014,3,10,2,30,3,0,5,1,1,1,1,1,E01002066,1206,609
200801YR90226,532870,188590,-0.083766,51.580464,3,2,1,2,31,E09000014,4,152,6,30,3,0,0,1,1,1,1,1,E01002046,1206,839
200801YR90230,534220,189190,-0.064065,51.585536,3,2,2,5,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,2,E01002071,1202,789
200801YR90231,532790,188030,-0.085132,51.575451,3,2,1,1,31,E09000014,3,503,6,30,6,0,1,1,1,1,1,2,E01002056,1205,949
200801YR90232,533910,191080,-0.067816,51.602594,3,2,1,1,31,E09000014,3,1010,6,30,0,0,0,1,1,1,1,2,E01002034,1212,1064
200801YR90234,533070,191320,-0.079847,51.60495,2,2,1,7,31,E09000014,5,0,6,30,3,0,0,1,1,1,1,1,E01002091,1197,977
200801YR90239,532760,189530,-0.084998,51.588937,3,2,1,7,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002086,1211,774
200801YR90240,531830,190940,-0.097885,51.601827,3,2,1,7,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002104,1211,1102
200801YR90242,533870,190620,-0.068569,51.59847,3,2,1,1,31,E09000014,3,109,6,30,3,1010,0,4,1,1,1,1,E01001978,1212,1314
200801YR90243,534230,189240,-0.063902,51.585983,3,3,1,2,31,E09000014,3,503,6,30,0,0,0,1,1,1,1,1,E01002071,1213,879
200801YR90246,530820,191170,-0.112374,51.604129,3,1,1,3,31,E09000014,6,0,6,30,0,0,0,1,2,2,1,1,E01001971,1214,474
200801YR90250,533270,188610,-0.077989,51.58055,3,2,1,3,31,E09000014,3,503,6,30,3,0,4,1,1,1,1,1,E01002046,1214,657
200801YR90251,530880,190780,-0.111654,51.60061,3,1,2,4,31,E09000014,3,105,6,30,3,0,5,1,2,2,1,1,E01002105,1215,849
200801YR90253,531000,190400,-0.110064,51.597167,2,1,1,2,31,E09000014,3,105,6,30,6,109,5,4,1,1,1,1,E01002098,1108,1144
200801YR90254,533320,190740,-0.076459,51.599679,2,1,1,3,31,E09000014,6,0,6,30,0,0,0,1,1,2,1,1,E01002095,1186,536
200801YR90255,532630,191360,-0.086182,51.605413,3,1,1,5,31,E09000014,3,10,6,30,6,0,5,1,1,1,1,1,E01002093,1181,923
200801YR90256,531330,189850,-0.105508,51.592148,2,1,1,3,31,E09000014,3,105,6,30,3,0,4,1,1,1,1,1,E01002031,1179,777
200801YR90259,532110,190650,-0.093953,51.599155,3,2,2,5,31,E09000014,6,0,6,30,3,0,0,1,1,1,1,1,E01002100,1188,1299
